experiment_id,run_id,run_tag,seed,status,config_hash,wall_sec,energy_kwh,gpu_name,start_utc,end_utc,kill_criterion,kill_verdict,results
N1v2smoke,ec463e45bee2,ec463e45bee2_baseline-seed0,0,failed,b50029cbbdf51b84,61.99,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T10:01:33+00:00,2026-09-11T10:02:36+00:00,,,"{""error"": ""ImportError: cannot import name 'LinearActivationQuantizedTensor' from 'torchao.quantization' (C:\\Users\\zakil\\Desktop\\AQC\\Quantum Insider\\challenge\\qicert\\.venv312\\Lib\\site-packages\\torchao\\quantization\\__init__.py)"", ""seed"": 0}"
N1v2smoke,6948757482b1,6948757482b1_baseline-seed0,0,completed,b50029cbbdf51b84,75.16,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T10:11:33+00:00,2026-09-11T10:12:48+00:00,,,"{""batch"": 1, ""eval_acc_finetuned"": 0.2222222222222222, ""eval_acc_int8"": NaN, ""eval_batches"": 4, ""eval_ft_ci95"": [0.11716, 0.38085], ""eval_i8_ci95"": null, ""int8_note"": ""skipped (recorded in scored N1 run)"", ""int8_reference_sec"": 0.0, ""seed"": 0, ""steps"": 8, ""train_action_acc_last"": 0.2222222238779068, ""train_loss_last"": 9.066187858581543, ""train_sec"": 6.18, ""verdict"": ""OK""}"
N1v2smoke,789204ae13bd,789204ae13bd_baseline-seed0,0,failed,99b0e8ddc297da4f,65.01,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T13:56:45+00:00,2026-09-11T13:57:50+00:00,,,"{""error"": ""NameError: name 'np' is not defined"", ""seed"": 0}"
N1v2smoke,62e6af501feb,62e6af501feb_baseline-seed0,0,failed,99b0e8ddc297da4f,109.96,1.802e-06,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T14:04:56+00:00,2026-09-11T14:06:46+00:00,,,"{""error"": ""UnboundLocalError: cannot access local variable 'i8_sec' where it is not associated with a value"", ""seed"": 0}"
N1v2smoke,96897acd2ab6,96897acd2ab6_baseline-seed0,0,completed,99b0e8ddc297da4f,99.92,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T14:15:02+00:00,2026-09-11T14:16:42+00:00,,,"{""batch"": 2, ""eval_acc_finetuned"": 0.21678321678321677, ""eval_acc_int8"": 0.0, ""eval_batches"": 8, ""eval_ft_ci95"": [0.15714, 0.29125], ""eval_i8_ci95"": [0.0, 0.02616], ""int8_note"": ""torchao Int8WeightOnlyConfig (weight-only int8, GPU), 8 frozen batches"", ""int8_reference_sec"": 41.22, ""seed"": 0, ""steps"": 8, ""train_action_acc_last"": 0.2222222238779068, ""train_loss_last"": 9.019237518310547, ""train_sec"": 5.2, ""verdict"": ""OK""}"
N1v2,bf446e7ed683,bf446e7ed683_baseline-seed0,0,completed,030a78f95194fdc4,2974.18,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T14:23:29+00:00,2026-09-11T15:13:03+00:00,,,"{""batch"": 2, ""eval_acc_finetuned"": 0.44528677607273554, ""eval_acc_int8"": 0.0, ""eval_batches"": 6496, ""eval_ft_ci95"": [0.44241, 0.44817], ""eval_i8_ci95"": [0.0, 3e-05], ""int8_note"": ""torchao Int8WeightOnlyConfig (weight-only int8, GPU), 6496 frozen batches"", ""int8_reference_sec"": 1153.33, ""seed"": 0, ""steps"": 1200, ""train_action_acc_last"": 0.3333333432674408, ""train_loss_last"": 4.257316589355469, ""train_sec"": 506.24, ""verdict"": ""OK""}"
N1v2,75482ddaf556,75482ddaf556_baseline-seed0,0,completed,030a78f95194fdc4,3228.12,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-11T15:31:14+00:00,2026-09-11T16:25:02+00:00,,,"{""batch"": 2, ""eval_acc_finetuned"": 0.44677153113182005, ""eval_acc_int8"": 0.0, ""eval_batches"": 6496, ""eval_ft_ci95"": [0.44389, 0.44965], ""eval_i8_ci95"": [0.0, 3e-05], ""int8_note"": ""torchao Int8WeightOnlyConfig (weight-only int8, GPU), 6496 frozen batches"", ""int8_reference_sec"": 1225.7, ""seed"": 0, ""steps"": 1200, ""train_action_acc_last"": 0.3333333432674408, ""train_loss_last"": 4.265874862670898, ""train_sec"": 524.21, ""verdict"": ""OK""}"
N2,ca7a67ffe1d9,ca7a67ffe1d9_pareto-TT-0.500-seed0,0,completed,8528deb99c05db25,1.26,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-12T11:10:28+00:00,2026-09-12T11:10:29+00:00,,,"{""backbone"": ""TT"", ""cert_sound_layers"": 168, ""delta_vs_n1_ft"": -0.4468, ""eval_acc"": 0.0, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.5, ""ratio"": 2.0, ""seed"": 0, ""wall_sec"": 783.35}"
N2,7ef7ff4f9410,7ef7ff4f9410_pareto-TT-0.330-seed0,0,completed,a23f42f9d206823e,1.04,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-12T11:19:47+00:00,2026-09-12T11:19:48+00:00,,,"{""backbone"": ""TT"", ""cert_sound_layers"": 168, ""delta_vs_n1_ft"": -0.4468, ""eval_acc"": 0.0, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.33, ""ratio"": 3.033, ""seed"": 0, ""wall_sec"": 558.07}"
N2,8786c87f7f7c,8786c87f7f7c_pareto-QTT-0.500-seed0,0,completed,7763617d1cb45d86,1.08,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-12T11:24:24+00:00,2026-09-12T11:24:26+00:00,,,"{""backbone"": ""QTT"", ""cert_sound_layers"": 168, ""delta_vs_n1_ft"": -0.4468, ""eval_acc"": 0.0, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.5, ""ratio"": 16.267, ""seed"": 0, ""wall_sec"": 276.32}"
N2,61a00561a521,61a00561a521_pareto-QTT-0.330-seed0,0,completed,650987cd88749344,1.14,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-12T11:29:12+00:00,2026-09-12T11:29:13+00:00,,,"{""backbone"": ""QTT"", ""cert_sound_layers"": 168, ""delta_vs_n1_ft"": -0.4468, ""eval_acc"": 0.0, ""matched_batch"": true, ""note"": ""uniform-ratio bond plan (N5 baseline allocator)"", ""plan_fraction"": 0.33, ""ratio"": 16.443, ""seed"": 0, ""wall_sec"": 286.24}"
N2,aadcd6c5da12,aadcd6c5da12_ft-anchor-seed0,0,completed,90cd7021d6772ea4,1.66,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-12T13:47:40+00:00,2026-09-12T13:47:42+00:00,,,"{""ci_hi"": 0.44966170017154267, ""ci_lo"": 0.44390240080161075, ""correct"": 51155, ""diff_vs_sidecar"": 0.0, ""eval_scope"": ""full-split (6496 batches, 114497 tokens)"", ""ft_anchor_acc"": 0.44678, ""n1_sidecar_ref"": 0.44677153113182005, ""n_eval_batches"": 6496, ""seed"": 0, ""total"": 114497, ""wall_sec"": 824.11}"
N8C,7d97bc0c8ae9,7d97bc0c8ae9_calibrated-int8-mse-seed0,0,completed,5e7d9f53431cc247,1.75,0.0,NVIDIA GeForce RTX 5060 Laptop GPU,2026-09-12T14:53:43+00:00,2026-09-12T14:53:45+00:00,,,"{""ci_hi"": 0.44952187644946723, ""ci_lo"": 0.4437627505950033, ""correct"": 51139, ""delta_vs_n1_ft"": -0.0001, ""eval_acc"": 0.44664052333248905, ""eval_scope"": ""full-split (6496 batches, 114497 tokens)"", ""eval_wall_sec"": 843.23, ""note"": ""honest comparator; byte-honest ratio"", ""quant_wall_sec"": 106.81, ""ratio"": 1.997, ""scale_mode"": ""mse"", ""seed"": 0, ""total"": 114497}"
